Grid Pos (microns),Total n (cm-3),Total p (cm-3)
1.1712e+00,8.1331e+12,1.4999e+18
1.1725e+00,8.1465e+12,1.4999e+18
1.1737e+00,8.1600e+12,1.4998e+18
1.1750e+00,8.1737e+12,1.4997e+18
1.1762e+00,8.1877e+12,1.4996e+18
1.1775e+00,8.2020e+12,1.4994e+18
1.1787e+00,8.2168e+12,1.4991e+18
1.1800e+00,8.2324e+12,1.4986e+18
1.1812e+00,8.2491e+12,1.4980e+18
1.1825e+00,8.2674e+12,1.4971e+18
1.1837e+00,8.2881e+12,1.4957e+18
1.1850e+00,8.3123e+12,1.4937e+18
1.1862e+00,8.3416e+12,1.4908e+18
1.1875e+00,8.3784e+12,1.4867e+18
1.1887e+00,8.4261e+12,1.4806e+18
1.1900e+00,8.4900e+12,1.4717e+18
1.1912e+00,8.5777e+12,1.4589e+18
1.1925e+00,8.7006e+12,1.4405e+18
1.1937e+00,8.8759e+12,1.4142e+18
1.1950e+00,9.1298e+12,1.3768e+18
1.1962e+00,9.5031e+12,1.3246e+18
1.1975e+00,1.0060e+13,1.2529e+18
1.1987e+00,1.0906e+13,1.1571e+18
1.2000e+00,1.2220e+13,1.0338e+18
1.2012e+00,1.4322e+13,8.8283e+17
1.2025e+00,1.6172e+13,7.8233e+17
1.2037e+00,1.7769e+13,7.1243e+17
1.2050e+00,1.9125e+13,6.6222e+17
1.2062e+00,2.0263e+13,6.2527e+17
1.2075e+00,2.1209e+13,5.9755e+17
1.2087e+00,2.1991e+13,5.7647e+17
1.2100e+00,2.2633e+13,5.6025e+17
1.2112e+00,2.3158e+13,5.4766e+17
1.2125e+00,2.3586e+13,5.3782e+17
1.2137e+00,2.3934e+13,5.3009e+17
1.2150e+00,2.4217e+13,5.2398e+17
1.2162e+00,2.4446e+13,5.1915e+17
1.2175e+00,2.4632e+13,5.1531e+17
1.2187e+00,2.4782e+13,5.1225e+17
1.2200e+00,2.4904e+13,5.0981e+17
1.2212e+00,2.5003e+13,5.0786e+17
1.2225e+00,2.5082e+13,5.0631e+17
1.2237e+00,2.5147e+13,5.0506e+17
1.2250e+00,2.5200e+13,5.0406e+17
1.2262e+00,2.5243e+13,5.0326e+17
1.2275e+00,2.5278e+13,5.0262e+17
1.2287e+00,2.5307e+13,5.0211e+17
1.2300e+00,2.5331e+13,5.0169e+17
1.2312e+00,2.5351e+13,5.0136e+17
1.2325e+00,2.5367e+13,5.0109e+17
1.2337e+00,2.5381e+13,5.0087e+17
1.2350e+00,2.5393e+13,5.0069e+17
1.2362e+00,2.5403e+13,5.0055e+17
1.2375e+00,2.5412e+13,5.0043e+17
1.2387e+00,2.5420e+13,5.0033e+17
1.2400e+00,2.5427e+13,5.0025e+17
1.2412e+00,2.5434e+13,5.0018e+17
1.2425e+00,2.5440e+13,5.0011e+17
1.2437e+00,2.5446e+13,5.0005e+17
1.2450e+00,2.5452e+13,4.9999e+17
1.2462e+00,2.5458e+13,4.9992e+17
1.2475e+00,2.5465e+13,4.9985e+17
1.2487e+00,2.5472e+13,4.9978e+17
1.2500e+00,2.5479e+13,4.9969e+17
1.2512e+00,2.5487e+13,4.9959e+17
1.2525e+00,2.5497e+13,4.9946e+17
1.2537e+00,2.5508e+13,4.9931e+17
1.2550e+00,2.5520e+13,4.9912e+17
1.2562e+00,2.5535e+13,4.9889e+17
1.2575e+00,2.5553e+13,4.9860e+17
1.2587e+00,2.5574e+13,4.9825e+17
1.2600e+00,2.5600e+13,4.9781e+17
1.2612e+00,2.5631e+13,4.9726e+17
1.2625e+00,2.5669e+13,4.9658e+17
1.2637e+00,2.5716e+13,4.9573e+17
1.2650e+00,2.5773e+13,4.9468e+17
1.2662e+00,2.5844e+13,4.9338e+17
1.2675e+00,2.5932e+13,4.9177e+17
1.2687e+00,2.6040e+13,4.8976e+17
1.2700e+00,2.6176e+13,4.8728e+17
1.2712e+00,2.6344e+13,4.8422e+17
1.2725e+00,2.6554e+13,4.8044e+17
1.2737e+00,2.6816e+13,4.7578e+17
1.2750e+00,2.7144e+13,4.7006e+17
1.2762e+00,2.7555e+13,4.6307e+17
1.2775e+00,2.8073e+13,4.5455e+17
1.2787e+00,2.8726e+13,4.4422e+17
1.2800e+00,2.9553e+13,4.3178e+17
1.2812e+00,3.0604e+13,4.1693e+17
1.2825e+00,3.1948e+13,3.9935e+17
1.2837e+00,3.3677e+13,3.7880e+17
1.2850e+00,3.5917e+13,3.5511e+17
1.2862e+00,3.8845e+13,3.2825e+17
1.2875e+00,4.2714e+13,2.9840e+17
1.2887e+00,4.7891e+13,2.6601e+17
1.2900e+00,5.4922e+13,2.3180e+17
1.2912e+00,6.4638e+13,1.9679e+17
1.2925e+00,7.8334e+13,1.6220e+17
1.2937e+00,9.8079e+13,1.2935e+17
1.2950e+00,1.2728e+14,9.9480e+16
1.2962e+00,1.7169e+14,7.3548e+16
1.2975e+00,2.4135e+14,5.2122e+16
1.2987e+00,3.5427e+14,3.5310e+16
1.3000e+00,6.8032e+13,1.7784e+18
1.3009e+00,8.4189e+13,1.4370e+18
1.3017e+00,9.9924e+13,1.2107e+18
1.3026e+00,1.1490e+14,1.0528e+18
1.3035e+00,1.2891e+14,9.3832e+17
1.3044e+00,1.4184e+14,8.5276e+17
1.3052e+00,1.5362e+14,7.8727e+17
1.3061e+00,1.6427e+14,7.3616e+17
1.3070e+00,1.7382e+14,6.9563e+17
1.3079e+00,1.8234e+14,6.6309e+17
1.3087e+00,1.8988e+14,6.3666e+17
1.3096e+00,1.9654e+14,6.1502e+17
1.3105e+00,2.0239e+14,5.9715e+17
1.3114e+00,2.0753e+14,5.8231e+17
1.3122e+00,2.1201e+14,5.6992e+17
1.3131e+00,2.1592e+14,5.5953e+17
1.3140e+00,2.1932e+14,5.5078e+17
1.3149e+00,2.2227e+14,5.4338e+17
1.3157e+00,2.2483e+14,5.3712e+17
1.3166e+00,2.2705e+14,5.3180e+17
1.3175e+00,2.2896e+14,5.2727e+17
1.3184e+00,2.3062e+14,5.2341e+17
1.3192e+00,2.3205e+14,5.2012e+17
1.3201e+00,2.3327e+14,5.1730e+17
1.3210e+00,2.3433e+14,5.1489e+17
1.3219e+00,2.3524e+14,5.1283e+17
1.3227e+00,2.3602e+14,5.1106e+17
1.3236e+00,2.3668e+14,5.0954e+17
1.3245e+00,2.3725e+14,5.0824e+17
1.3254e+00,2.3774e+14,5.0712e+17
1.3262e+00,2.3816e+14,5.0616e+17
1.3271e+00,2.3851e+14,5.0534e+17
1.3280e+00,2.3881e+14,5.0463e+17
1.3289e+00,2.3906e+14,5.0402e+17
1.3297e+00,2.3927e+14,5.0349e+17
1.3306e+00,2.3945e+14,5.0304e+17
1.3315e+00,2.3960e+14,5.0265e+17
1.3324e+00,2.3972e+14,5.0232e+17
1.3332e+00,2.3982e+14,5.0203e+17
1.3341e+00,2.3990e+14,5.0178e+17
1.3350e+00,2.3997e+14,5.0157e+17
1.3359e+00,2.4002e+14,5.0138e+17
1.3367e+00,2.4006e+14,5.0122e+17
1.3376e+00,2.4009e+14,5.0109e+17
1.3385e+00,2.4011e+14,5.0097e+17
1.3394e+00,2.4012e+14,5.0087e+17
1.3402e+00,2.4012e+14,5.0078e+17
1.3411e+00,2.4012e+14,5.0071e+17
1.3420e+00,2.4012e+14,5.0064e+17
1.3429e+00,2.4011e+14,5.0059e+17
1.3437e+00,2.4009e+14,5.0054e+17
1.3446e+00,2.4008e+14,5.0050e+17
1.3455e+00,2.4006e+14,5.0046e+17
1.3464e+00,2.4003e+14,5.0043e+17
1.3472e+00,2.4001e+14,5.0040e+17
1.3481e+00,2.3998e+14,5.0038e+17
1.3490e+00,2.3996e+14,5.0036e+17
1.3499e+00,2.3993e+14,5.0034e+17
1.3507e+00,2.3990e+14,5.0033e+17
1.3516e+00,2.3987e+14,5.0032e+17
1.3525e+00,2.3984e+14,5.0031e+17
1.3534e+00,2.3980e+14,5.0030e+17
1.3542e+00,2.3977e+14,5.0029e+17
1.3551e+00,2.3974e+14,5.0028e+17
1.3560e+00,2.3970e+14,5.0028e+17
1.3569e+00,2.3967e+14,5.0027e+17
1.3577e+00,2.3964e+14,5.0027e+17
1.3586e+00,2.3960e+14,5.0026e+17
1.3595e+00,2.3957e+14,5.0026e+17
1.3604e+00,2.3953e+14,5.0026e+17
1.3612e+00,2.3950e+14,5.0025e+17
1.3621e+00,2.3946e+14,5.0025e+17
1.3630e+00,2.3942e+14,5.0025e+17
1.3639e+00,2.3939e+14,5.0025e+17
1.3647e+00,2.3935e+14,5.0025e+17
1.3656e+00,2.3932e+14,5.0025e+17
1.3665e+00,2.3928e+14,5.0025e+17
1.3674e+00,2.3924e+14,5.0024e+17
1.3682e+00,2.3921e+14,5.0024e+17
1.3691e+00,2.3917e+14,5.0024e+17
1.3700e+00,2.3914e+14,5.0024e+17
1.3709e+00,2.3910e+14,5.0024e+17
1.3717e+00,2.3906e+14,5.0024e+17
1.3726e+00,2.3903e+14,5.0024e+17
1.3735e+00,2.3899e+14,5.0024e+17
1.3744e+00,2.3895e+14,5.0024e+17
1.3752e+00,2.3892e+14,5.0024e+17
1.3761e+00,2.3888e+14,5.0024e+17
1.3770e+00,2.3885e+14,5.0024e+17
1.3779e+00,2.3881e+14,5.0024e+17
1.3787e+00,2.3877e+14,5.0024e+17
1.3796e+00,2.3874e+14,5.0024e+17
1.3805e+00,2.3870e+14,5.0024e+17
1.3814e+00,2.3867e+14,5.0024e+17
1.3822e+00,2.3863e+14,5.0024e+17
1.3831e+00,2.3859e+14,5.0024e+17
1.3840e+00,2.3856e+14,5.0024e+17
1.3849e+00,2.3852e+14,5.0024e+17
1.3857e+00,2.3848e+14,5.0024e+17
1.3866e+00,2.3845e+14,5.0024e+17
1.3875e+00,2.3841e+14,5.0024e+17
1.3884e+00,2.3838e+14,5.0024e+17
1.3892e+00,2.3834e+14,5.0024e+17
1.3901e+00,2.3830e+14,5.0024e+17
1.3910e+00,2.3827e+14,5.0024e+17
1.3919e+00,2.3823e+14,5.0024e+17
1.3927e+00,2.3820e+14,5.0024e+17
1.3936e+00,2.3816e+14,5.0024e+17
1.3945e+00,2.3812e+14,5.0024e+17
1.3954e+00,2.3809e+14,5.0024e+17
1.3962e+00,2.3805e+14,5.0024e+17
1.3971e+00,2.3802e+14,5.0024e+17
1.3980e+00,2.3798e+14,5.0024e+17
1.3989e+00,2.3794e+14,5.0024e+17
1.3997e+00,2.3791e+14,5.0024e+17
1.4006e+00,2.3787e+14,5.0024e+17
1.4015e+00,2.3784e+14,5.0024e+17
1.4024e+00,2.3780e+14,5.0024e+17
1.4032e+00,2.3777e+14,5.0024e+17
1.4041e+00,2.3773e+14,5.0024e+17
1.4050e+00,2.3769e+14,5.0024e+17
1.4059e+00,2.3766e+14,5.0024e+17
1.4067e+00,2.3762e+14,5.0024e+17
1.4076e+00,2.3759e+14,5.0024e+17
1.4085e+00,2.3755e+14,5.0024e+17
1.4094e+00,2.3752e+14,5.0024e+17
1.4102e+00,2.3748e+14,5.0024e+17
1.4111e+00,2.3744e+14,5.0024e+17
1.4120e+00,2.3741e+14,5.0024e+17
1.4129e+00,2.3737e+14,5.0024e+17
1.4137e+00,2.3734e+14,5.0024e+17
1.4146e+00,2.3730e+14,5.0024e+17
1.4155e+00,2.3727e+14,5.0024e+17
1.4164e+00,2.3723e+14,5.0024e+17
1.4172e+00,2.3719e+14,5.0024e+17
1.4181e+00,2.3716e+14,5.0024e+17
1.4190e+00,2.3712e+14,5.0024e+17
1.4199e+00,2.3709e+14,5.0024e+17
1.4207e+00,2.3705e+14,5.0024e+17
1.4216e+00,2.3702e+14,5.0024e+17
1.4225e+00,2.3698e+14,5.0024e+17
1.4234e+00,2.3695e+14,5.0024e+17
1.4242e+00,2.3691e+14,5.0024e+17
1.4251e+00,2.3688e+14,5.0024e+17
1.4260e+00,2.3684e+14,5.0024e+17
1.4269e+00,2.3681e+14,5.0024e+17
1.4277e+00,2.3677e+14,5.0023e+17
1.4286e+00,2.3673e+14,5.0023e+17
1.4295e+00,2.3670e+14,5.0023e+17
1.4304e+00,2.3666e+14,5.0023e+17
1.4312e+00,2.3663e+14,5.0023e+17
1.4321e+00,2.3659e+14,5.0023e+17
1.4330e+00,2.3656e+14,5.0023e+17
1.4339e+00,2.3652e+14,5.0023e+17
1.4347e+00,2.3649e+14,5.0023e+17
1.4356e+00,2.3646e+14,5.0023e+17
1.4365e+00,2.3642e+14,5.0023e+17
1.4374e+00,2.3639e+14,5.0023e+17
1.4382e+00,2.3635e+14,5.0022e+17
1.4391e+00,2.3632e+14,5.0022e+17
1.4400e+00,2.3628e+14,5.0022e+17
1.4409e+00,2.3625e+14,5.0022e+17
1.4417e+00,2.3622e+14,5.0021e+17
1.4426e+00,2.3618e+14,5.0021e+17
1.4435e+00,2.3615e+14,5.0021e+17
1.4444e+00,2.3612e+14,5.0020e+17
1.4452e+00,2.3608e+14,5.0020e+17
1.4461e+00,2.3605e+14,5.0019e+17
1.4470e+00,2.3602e+14,5.0018e+17
1.4479e+00,2.3599e+14,5.0017e+17
1.4487e+00,2.3596e+14,5.0016e+17
1.4496e+00,2.3593e+14,5.0015e+17
1.4505e+00,2.3590e+14,5.0014e+17
1.4514e+00,2.3588e+14,5.0012e+17
1.4522e+00,2.3585e+14,5.0010e+17
1.4531e+00,2.3582e+14,5.0008e+17
1.4540e+00,2.3580e+14,5.0005e+17
1.4549e+00,2.3578e+14,5.0002e+17
1.4557e+00,2.3576e+14,4.9999e+17
1.4566e+00,2.3575e+14,4.9995e+17
1.4575e+00,2.3573e+14,4.9990e+17
1.4584e+00,2.3572e+14,4.9985e+17
1.4592e+00,2.3572e+14,4.9979e+17
1.4601e+00,2.3572e+14,4.9972e+17
1.4610e+00,2.3572e+14,4.9963e+17
1.4619e+00,2.3573e+14,4.9954e+17
1.4627e+00,2.3575e+14,4.9942e+17
1.4636e+00,2.3578e+14,4.9929e+17
1.4645e+00,2.3581e+14,4.9914e+17
1.4654e+00,2.3586e+14,4.9897e+17
1.4662e+00,2.3592e+14,4.9876e+17
1.4671e+00,2.3600e+14,4.9853e+17
1.4680e+00,2.3609e+14,4.9825e+17
1.4689e+00,2.3621e+14,4.9793e+17
1.4697e+00,2.3635e+14,4.9756e+17
1.4706e+00,2.3652e+14,4.9713e+17
1.4715e+00,2.3672e+14,4.9664e+17
1.4724e+00,2.3696e+14,4.9606e+17
1.4732e+00,2.3724e+14,4.9539e+17
1.4741e+00,2.3758e+14,4.9462e+17
1.4750e+00,2.3798e+14,4.9372e+17
1.4759e+00,2.3844e+14,4.9269e+17
1.4767e+00,2.3899e+14,4.9149e+17
1.4776e+00,2.3963e+14,4.9010e+17
1.4785e+00,2.4038e+14,4.8849e+17
1.4794e+00,2.4126e+14,4.8663e+17
1.4802e+00,2.4229e+14,4.8449e+17
1.4811e+00,2.4350e+14,4.8202e+17
1.4820e+00,2.4491e+14,4.7917e+17
1.4829e+00,2.4656e+14,4.7589e+17
1.4837e+00,2.4849e+14,4.7211e+17
1.4846e+00,2.5075e+14,4.6779e+17
1.4855e+00,2.5340e+14,4.6283e+17
1.4864e+00,2.5650e+14,4.5715e+17
1.4872e+00,2.6014e+14,4.5068e+17
1.4881e+00,2.6441e+14,4.4333e+17
1.4890e+00,2.6944e+14,4.3498e+17
1.4899e+00,2.7536e+14,4.2555e+17
1.4907e+00,2.8235e+14,4.1494e+17
1.4916e+00,2.9062e+14,4.0306e+17
1.4925e+00,3.0043e+14,3.8982e+17
1.4934e+00,3.1211e+14,3.7516e+17
1.4942e+00,3.2605e+14,3.5905e+17
1.4951e+00,3.4276e+14,3.4146e+17
1.4960e+00,3.6289e+14,3.2245e+17
1.4969e+00,3.8726e+14,3.0208e+17
1.4977e+00,4.1694e+14,2.8050e+17
1.4986e+00,4.5331e+14,2.5792e+17
1.4995e+00,4.9820e+14,2.3461e+17
1.5004e+00,5.5406e+14,2.1088e+17
1.5012e+00,6.1126e+14,1.9107e+17
1.5021e+00,6.6955e+14,1.7436e+17
1.5030e+00,7.2873e+14,1.6012e+17
1.5039e+00,7.8857e+14,1.4789e+17
1.5047e+00,8.4889e+14,1.3731e+17
1.5056e+00,9.0950e+14,1.2808e+17
1.5065e+00,9.7023e+14,1.1998e+17
1.5074e+00,1.0309e+15,1.1284e+17
1.5082e+00,1.0914e+15,1.0651e+17
1.5091e+00,1.1516e+15,1.0086e+17
1.5100e+00,1.2113e+15,9.5813e+16
1.5109e+00,1.2705e+15,9.1272e+16
1.5117e+00,1.3289e+15,8.7176e+16
1.5126e+00,1.3867e+15,8.3468e+16
1.5135e+00,1.4436e+15,8.0099e+16
1.5144e+00,1.4995e+15,7.7031e+16
1.5152e+00,1.5545e+15,7.4227e+16
1.5161e+00,1.6084e+15,7.1659e+16
1.5170e+00,1.6612e+15,6.9300e+16
1.5179e+00,1.7129e+15,6.7129e+16
1.5187e+00,1.7634e+15,6.5126e+16
1.5196e+00,1.8127e+15,6.3275e+16
1.5205e+00,1.8608e+15,6.1560e+16
1.5214e+00,1.9076e+15,5.9969e+16
1.5222e+00,1.9532e+15,5.8490e+16
1.5231e+00,1.9975e+15,5.7113e+16
1.5240e+00,2.0405e+15,5.5829e+16
1.5249e+00,2.0822e+15,5.4630e+16
1.5257e+00,2.1226e+15,5.3509e+16
1.5266e+00,2.1618e+15,5.2459e+16
1.5275e+00,2.1997e+15,5.1475e+16
1.5284e+00,2.2363e+15,5.0551e+16
1.5292e+00,2.2717e+15,4.9682e+16
1.5301e+00,2.3059e+15,4.8866e+16
1.5310e+00,2.3389e+15,4.8096e+16
1.5319e+00,2.3706e+15,4.7371e+16
1.5327e+00,2.4012e+15,4.6687e+16
1.5336e+00,2.4307e+15,4.6041e+16
1.5345e+00,2.4590e+15,4.5431e+16
1.5354e+00,2.4862e+15,4.4853e+16
1.5362e+00,2.5123e+15,4.4306e+16
1.5371e+00,2.5373e+15,4.3787e+16
1.5380e+00,2.5613e+15,4.3296e+16
1.5389e+00,2.5844e+15,4.2830e+16
1.5397e+00,2.6064e+15,4.2387e+16
1.5406e+00,2.6274e+15,4.1966e+16
1.5415e+00,2.6476e+15,4.1566e+16
1.5424e+00,2.6668e+15,4.1185e+16
1.5432e+00,2.6852e+15,4.0823e+16
1.5441e+00,2.7027e+15,4.0478e+16
1.5450e+00,2.7193e+15,4.0148e+16
1.5459e+00,2.7352e+15,3.9834e+16
1.5467e+00,2.7503e+15,3.9535e+16
1.5476e+00,2.7647e+15,3.9249e+16
1.5485e+00,2.7783e+15,3.8976e+16
1.5494e+00,2.7912e+15,3.8714e+16
1.5502e+00,2.8034e+15,3.8464e+16
1.5511e+00,2.8150e+15,3.8225e+16
1.5520e+00,2.8259e+15,3.7996e+16
1.5529e+00,2.8362e+15,3.7777e+16
1.5537e+00,2.8460e+15,3.7566e+16
1.5546e+00,2.8552e+15,3.7365e+16
1.5555e+00,2.8638e+15,3.7171e+16
1.5564e+00,2.8719e+15,3.6985e+16
1.5572e+00,2.8795e+15,3.6806e+16
1.5581e+00,2.8866e+15,3.6635e+16
1.5590e+00,2.8932e+15,3.6469e+16
1.5599e+00,2.8994e+15,3.6310e+16
1.5607e+00,2.9052e+15,3.6157e+16
1.5616e+00,2.9106e+15,3.6009e+16
1.5625e+00,2.9155e+15,3.5867e+16
1.5634e+00,2.9201e+15,3.5729e+16
1.5642e+00,2.9244e+15,3.5597e+16
1.5651e+00,2.9283e+15,3.5468e+16
1.5660e+00,2.9318e+15,3.5344e+16
1.5669e+00,2.9351e+15,3.5223e+16
1.5677e+00,2.9380e+15,3.5107e+16
1.5686e+00,2.9407e+15,3.4994e+16
1.5695e+00,2.9431e+15,3.4884e+16
1.5704e+00,2.9453e+15,3.4777e+16
1.5712e+00,2.9472e+15,3.4673e+16
1.5721e+00,2.9489e+15,3.4572e+16
1.5730e+00,2.9504e+15,3.4474e+16
1.5739e+00,2.9517e+15,3.4378e+16
1.5747e+00,2.9528e+15,3.4284e+16
1.5756e+00,2.9537e+15,3.4192e+16
1.5765e+00,2.9544e+15,3.4102e+16
1.5774e+00,2.9550e+15,3.4014e+16
1.5782e+00,2.9555e+15,3.3927e+16
1.5791e+00,2.9558e+15,3.3842e+16
1.5800e+00,2.9561e+15,3.3759e+16
1.5809e+00,2.9562e+15,3.3676e+16
1.5817e+00,2.9562e+15,3.3595e+16
1.5826e+00,2.9562e+15,3.3514e+16
1.5835e+00,2.9560e+15,3.3434e+16
1.5844e+00,2.9558e+15,3.3356e+16
1.5852e+00,2.9556e+15,3.3277e+16
1.5861e+00,2.9553e+15,3.3199e+16
1.5870e+00,2.9550e+15,3.3122e+16
1.5879e+00,2.9546e+15,3.3045e+16
1.5887e+00,2.9543e+15,3.2967e+16
1.5896e+00,2.9539e+15,3.2890e+16
1.5905e+00,2.9535e+15,3.2813e+16
1.5914e+00,2.9532e+15,3.2736e+16
1.5922e+00,2.9529e+15,3.2658e+16
1.5931e+00,2.9526e+15,3.2580e+16
1.5940e+00,2.9524e+15,3.2501e+16
1.5949e+00,2.9523e+15,3.2421e+16
1.5957e+00,2.9522e+15,3.2341e+16
1.5966e+00,2.9522e+15,3.2260e+16
1.5975e+00,2.9523e+15,3.2178e+16
1.5984e+00,2.9524e+15,3.2095e+16
1.5992e+00,2.9527e+15,3.2010e+16
1.6001e+00,2.9532e+15,3.1925e+16
1.6010e+00,2.9537e+15,3.1837e+16
1.6019e+00,2.9544e+15,3.1749e+16
1.6027e+00,2.9553e+15,3.1658e+16
1.6036e+00,2.9563e+15,3.1566e+16
1.6045e+00,2.9576e+15,3.1472e+16
1.6054e+00,2.9590e+15,3.1376e+16
1.6062e+00,2.9606e+15,3.1277e+16
1.6071e+00,2.9625e+15,3.1177e+16
1.6080e+00,2.9645e+15,3.1074e+16
1.6089e+00,2.9669e+15,3.0968e+16
1.6097e+00,2.9695e+15,3.0860e+16
1.6106e+00,2.9724e+15,3.0749e+16
1.6115e+00,2.9756e+15,3.0635e+16
1.6124e+00,2.9791e+15,3.0518e+16
1.6132e+00,2.9829e+15,3.0398e+16
1.6141e+00,2.9871e+15,3.0274e+16
1.6150e+00,2.9916e+15,3.0147e+16
1.6159e+00,2.9965e+15,3.0016e+16
1.6167e+00,3.0019e+15,2.9882e+16
1.6176e+00,3.0076e+15,2.9744e+16
1.6185e+00,3.0139e+15,2.9601e+16
1.6194e+00,3.0205e+15,2.9455e+16
1.6202e+00,3.0277e+15,2.9304e+16
1.6211e+00,3.0354e+15,2.9148e+16
1.6220e+00,3.0437e+15,2.8988e+16
1.6229e+00,3.0525e+15,2.8823e+16
1.6237e+00,3.0619e+15,2.8654e+16
1.6246e+00,3.0720e+15,2.8479e+16
1.6255e+00,3.0827e+15,2.8299e+16
1.6264e+00,3.0941e+15,2.8113e+16
1.6272e+00,3.1063e+15,2.7923e+16
1.6281e+00,3.1192e+15,2.7726e+16
1.6290e+00,3.1329e+15,2.7524e+16
1.6299e+00,3.1475e+15,2.7315e+16
1.6307e+00,3.1630e+15,2.7101e+16
1.6316e+00,3.1794e+15,2.6880e+16
1.6325e+00,3.1968e+15,2.6653e+16
1.6334e+00,3.2152e+15,2.6419e+16
1.6342e+00,3.2347e+15,2.6179e+16
1.6351e+00,3.2553e+15,2.5933e+16
1.6360e+00,3.2771e+15,2.5679e+16
1.6369e+00,3.3002e+15,2.5418e+16
1.6377e+00,3.3247e+15,2.5151e+16
1.6386e+00,3.3505e+15,2.4876e+16
1.6395e+00,3.3778e+15,2.4594e+16
1.6404e+00,3.4067e+15,2.4305e+16
1.6412e+00,3.4372e+15,2.4008e+16
1.6421e+00,3.4694e+15,2.3705e+16
1.6430e+00,3.5035e+15,2.3393e+16
1.6439e+00,3.5395e+15,2.3075e+16
1.6447e+00,3.5775e+15,2.2749e+16
1.6456e+00,3.6177e+15,2.2416e+16
1.6465e+00,3.6601e+15,2.2075e+16
1.6474e+00,3.7050e+15,2.1727e+16
1.6482e+00,3.7524e+15,2.1372e+16
1.6491e+00,3.8025e+15,2.1010e+16
1.6500e+00,3.8555e+15,2.0640e+16
1.6501e+00,4.1814e+17,4.9694e+17
1.6502e+00,4.1875e+17,4.9622e+17
1.6503e+00,4.1934e+17,4.9551e+17
1.6504e+00,4.1992e+17,4.9482e+17
1.6505e+00,4.2049e+17,4.9415e+17
1.6506e+00,4.2105e+17,4.9348e+17
1.6507e+00,4.2160e+17,4.9283e+17
1.6508e+00,4.2214e+17,4.9220e+17
1.6509e+00,4.2267e+17,4.9158e+17
1.6509e+00,4.2319e+17,4.9097e+17
1.6510e+00,4.2370e+17,4.9037e+17
1.6511e+00,4.2420e+17,4.8979e+17
1.6512e+00,4.2469e+17,4.8922e+17
1.6513e+00,4.2518e+17,4.8866e+17
1.6514e+00,4.2565e+17,4.8811e+17
1.6515e+00,4.2612e+17,4.8757e+17
1.6516e+00,4.2657e+17,4.8704e+17
1.6517e+00,4.2702e+17,4.8653e+17
1.6518e+00,4.2746e+17,4.8602e+17
1.6519e+00,4.2790e+17,4.8552e+17
1.6520e+00,4.2832e+17,4.8503e+17
1.6521e+00,4.2874e+17,4.8456e+17
1.6522e+00,4.2915e+17,4.8409e+17
1.6523e+00,4.2955e+17,4.8363e+17
1.6524e+00,4.2995e+17,4.8318e+17
1.6525e+00,4.3034e+17,4.8274e+17
1.6526e+00,4.3072e+17,4.8230e+17
1.6527e+00,4.3110e+17,4.8188e+17
1.6528e+00,4.3147e+17,4.8146e+17
1.6528e+00,4.3183e+17,4.8105e+17
1.6529e+00,4.3219e+17,4.8064e+17
1.6530e+00,4.3254e+17,4.8025e+17
1.6531e+00,4.3289e+17,4.7986e+17
1.6532e+00,4.3323e+17,4.7948e+17
1.6533e+00,4.3357e+17,4.7910e+17
1.6534e+00,4.3390e+17,4.7873e+17
1.6535e+00,4.3422e+17,4.7837e+17
1.6536e+00,4.3454e+17,4.7801e+17
1.6537e+00,4.3486e+17,4.7766e+17
1.6538e+00,4.3517e+17,4.7732e+17
1.6539e+00,4.3547e+17,4.7698e+17
1.6540e+00,4.3577e+17,4.7664e+17
1.6541e+00,4.3607e+17,4.7631e+17
1.6542e+00,4.3636e+17,4.7599e+17
1.6543e+00,4.3665e+17,4.7567e+17
1.6544e+00,4.3693e+17,4.7536e+17
1.6545e+00,4.3721e+17,4.7505e+17
1.6546e+00,4.3749e+17,4.7474e+17
1.6547e+00,4.3776e+17,4.7444e+17
1.6547e+00,4.3803e+17,4.7415e+17
1.6548e+00,4.3830e+17,4.7385e+17
1.6549e+00,4.3856e+17,4.7356e+17
1.6550e+00,4.3882e+17,4.7328e+17
1.6551e+00,4.3908e+17,4.7300e+17
1.6552e+00,4.3933e+17,4.7272e+17
1.6553e+00,4.3958e+17,4.7244e+17
1.6554e+00,4.3983e+17,4.7217e+17
1.6555e+00,4.4008e+17,4.7191e+17
1.6556e+00,4.4032e+17,4.7164e+17
1.6557e+00,4.4056e+17,4.7138e+17
1.6558e+00,4.4080e+17,4.7112e+17
1.6559e+00,4.4103e+17,4.7086e+17
1.6560e+00,4.4127e+17,4.7061e+17
1.6561e+00,4.4150e+17,4.7035e+17
1.6562e+00,4.4173e+17,4.7010e+17
1.6563e+00,4.4196e+17,4.6986e+17
1.6564e+00,4.4219e+17,4.6961e+17
1.6565e+00,4.4241e+17,4.6937e+17
1.6566e+00,4.4264e+17,4.6912e+17
1.6566e+00,4.4286e+17,4.6888e+17
1.6567e+00,4.4308e+17,4.6864e+17
1.6568e+00,4.4330e+17,4.6841e+17
1.6569e+00,4.4352e+17,4.6817e+17
1.6570e+00,4.4374e+17,4.6793e+17
1.6571e+00,4.4396e+17,4.6770e+17
1.6572e+00,4.4417e+17,4.6747e+17
1.6573e+00,4.4439e+17,4.6723e+17
1.6574e+00,4.4461e+17,4.6700e+17
