Grid Pos (microns),Total n (cm-3),Total p (cm-3)
1.9596e+00,1.5054e+17,5.4481e+14
1.9612e+00,1.5054e+17,5.4473e+14
1.9629e+00,1.5054e+17,5.4465e+14
1.9645e+00,1.5054e+17,5.4457e+14
1.9661e+00,1.5054e+17,5.4449e+14
1.9677e+00,1.5054e+17,5.4441e+14
1.9694e+00,1.5054e+17,5.4433e+14
1.9710e+00,1.5054e+17,5.4426e+14
1.9726e+00,1.5054e+17,5.4418e+14
1.9742e+00,1.5054e+17,5.4410e+14
1.9759e+00,1.5054e+17,5.4403e+14
1.9775e+00,1.5054e+17,5.4395e+14
1.9791e+00,1.5054e+17,5.4388e+14
1.9807e+00,1.5054e+17,5.4380e+14
1.9824e+00,1.5054e+17,5.4373e+14
1.9840e+00,1.5054e+17,5.4366e+14
1.9856e+00,1.5054e+17,5.4359e+14
1.9872e+00,1.5054e+17,5.4351e+14
1.9889e+00,1.5054e+17,5.4344e+14
1.9905e+00,1.5054e+17,5.4337e+14
1.9921e+00,1.5054e+17,5.4330e+14
1.9937e+00,1.5054e+17,5.4323e+14
1.9954e+00,1.5054e+17,5.4316e+14
1.9970e+00,1.5054e+17,5.4310e+14
1.9986e+00,1.5054e+17,5.4303e+14
2.0002e+00,1.5054e+17,5.4296e+14
2.0019e+00,1.5054e+17,5.4290e+14
2.0035e+00,1.5054e+17,5.4283e+14
2.0051e+00,1.5054e+17,5.4277e+14
2.0067e+00,1.5054e+17,5.4270e+14
2.0084e+00,1.5054e+17,5.4264e+14
2.0100e+00,1.5054e+17,5.4257e+14
2.0116e+00,1.5054e+17,5.4251e+14
2.0132e+00,1.5054e+17,5.4245e+14
2.0149e+00,1.5054e+17,5.4239e+14
2.0165e+00,1.5054e+17,5.4233e+14
2.0181e+00,1.5054e+17,5.4227e+14
2.0198e+00,1.5054e+17,5.4221e+14
2.0214e+00,1.5054e+17,5.4215e+14
2.0230e+00,1.5054e+17,5.4209e+14
2.0246e+00,1.5054e+17,5.4203e+14
2.0263e+00,1.5054e+17,5.4198e+14
2.0279e+00,1.5054e+17,5.4192e+14
2.0295e+00,1.5054e+17,5.4186e+14
2.0311e+00,1.5054e+17,5.4181e+14
2.0328e+00,1.5054e+17,5.4175e+14
2.0344e+00,1.5054e+17,5.4170e+14
2.0360e+00,1.5054e+17,5.4164e+14
2.0376e+00,1.5054e+17,5.4159e+14
2.0393e+00,1.5054e+17,5.4154e+14
2.0409e+00,1.5054e+17,5.4149e+14
2.0425e+00,1.5054e+17,5.4144e+14
2.0441e+00,1.5054e+17,5.4138e+14
2.0458e+00,1.5054e+17,5.4133e+14
2.0474e+00,1.5054e+17,5.4129e+14
2.0490e+00,1.5054e+17,5.4124e+14
2.0506e+00,1.5054e+17,5.4119e+14
2.0523e+00,1.5054e+17,5.4114e+14
2.0539e+00,1.5054e+17,5.4109e+14
2.0555e+00,1.5054e+17,5.4105e+14
2.0571e+00,1.5054e+17,5.4100e+14
2.0588e+00,1.5054e+17,5.4096e+14
2.0604e+00,1.5054e+17,5.4091e+14
2.0620e+00,1.5054e+17,5.4087e+14
2.0636e+00,1.5054e+17,5.4082e+14
2.0653e+00,1.5054e+17,5.4078e+14
2.0669e+00,1.5054e+17,5.4074e+14
2.0685e+00,1.5054e+17,5.4070e+14
2.0701e+00,1.5054e+17,5.4065e+14
2.0718e+00,1.5054e+17,5.4061e+14
2.0734e+00,1.5054e+17,5.4057e+14
2.0750e+00,1.5054e+17,5.4053e+14
2.0766e+00,1.5054e+17,5.4050e+14
2.0783e+00,1.5054e+17,5.4046e+14
2.0799e+00,1.5054e+17,5.4042e+14
2.0815e+00,1.5054e+17,5.4038e+14
2.0831e+00,1.5054e+17,5.4035e+14
2.0848e+00,1.5054e+17,5.4031e+14
2.0864e+00,1.5054e+17,5.4027e+14
2.0880e+00,1.5054e+17,5.4024e+14
2.0896e+00,1.5054e+17,5.4021e+14
2.0913e+00,1.5054e+17,5.4017e+14
2.0929e+00,1.5054e+17,5.4014e+14
2.0945e+00,1.5054e+17,5.4011e+14
2.0961e+00,1.5054e+17,5.4008e+14
2.0978e+00,1.5054e+17,5.4004e+14
2.0994e+00,1.5054e+17,5.4001e+14
2.1010e+00,1.5054e+17,5.3998e+14
2.1026e+00,1.5054e+17,5.3995e+14
2.1043e+00,1.5054e+17,5.3993e+14
2.1059e+00,1.5054e+17,5.3990e+14
2.1075e+00,1.5054e+17,5.3987e+14
2.1091e+00,1.5054e+17,5.3984e+14
2.1108e+00,1.5054e+17,5.3982e+14
2.1124e+00,1.5054e+17,5.3979e+14
2.1140e+00,1.5054e+17,5.3976e+14
2.1156e+00,1.5054e+17,5.3974e+14
2.1173e+00,1.5054e+17,5.3971e+14
2.1189e+00,1.5054e+17,5.3969e+14
2.1205e+00,1.5054e+17,5.3967e+14
2.1221e+00,1.5054e+17,5.3964e+14
2.1238e+00,1.5054e+17,5.3962e+14
2.1254e+00,1.5054e+17,5.3960e+14
2.1270e+00,1.5054e+17,5.3958e+14
2.1286e+00,1.5054e+17,5.3956e+14
2.1303e+00,1.5054e+17,5.3954e+14
2.1319e+00,1.5054e+17,5.3952e+14
2.1335e+00,1.5054e+17,5.3950e+14
2.1351e+00,1.5054e+17,5.3948e+14
2.1368e+00,1.5055e+17,5.3946e+14
2.1384e+00,1.5055e+17,5.3944e+14
2.1400e+00,1.5055e+17,5.3942e+14
2.1416e+00,1.5055e+17,5.3940e+14
2.1433e+00,1.5055e+17,5.3938e+14
2.1449e+00,1.5055e+17,5.3936e+14
2.1465e+00,1.5055e+17,5.3934e+14
2.1481e+00,1.5056e+17,5.3931e+14
2.1498e+00,1.5056e+17,5.3929e+14
2.1514e+00,1.5056e+17,5.3927e+14
2.1530e+00,1.5057e+17,5.3924e+14
2.1546e+00,1.5057e+17,5.3922e+14
2.1563e+00,1.5058e+17,5.3919e+14
2.1579e+00,1.5058e+17,5.3916e+14
2.1595e+00,1.5059e+17,5.3912e+14
2.1611e+00,1.5060e+17,5.3909e+14
2.1628e+00,1.5061e+17,5.3905e+14
2.1644e+00,1.5062e+17,5.3900e+14
2.1660e+00,1.5063e+17,5.3895e+14
2.1676e+00,1.5065e+17,5.3889e+14
2.1693e+00,1.5066e+17,5.3882e+14
2.1709e+00,1.5068e+17,5.3874e+14
2.1725e+00,1.5071e+17,5.3865e+14
2.1741e+00,1.5074e+17,5.3855e+14
2.1758e+00,1.5077e+17,5.3843e+14
2.1774e+00,1.5081e+17,5.3829e+14
2.1790e+00,1.5085e+17,5.3813e+14
2.1806e+00,1.5090e+17,5.3795e+14
2.1823e+00,1.5096e+17,5.3774e+14
2.1839e+00,1.5103e+17,5.3749e+14
2.1855e+00,1.5111e+17,5.3720e+14
2.1871e+00,1.5121e+17,5.3687e+14
2.1888e+00,1.5132e+17,5.3648e+14
2.1904e+00,1.5145e+17,5.3602e+14
2.1920e+00,1.5160e+17,5.3550e+14
2.1936e+00,1.5177e+17,5.3489e+14
2.1953e+00,1.5197e+17,5.3417e+14
2.1969e+00,1.5221e+17,5.3334e+14
2.1985e+00,1.5249e+17,5.3238e+14
2.2001e+00,1.5281e+17,5.3126e+14
2.2018e+00,1.5319e+17,5.2995e+14
2.2034e+00,1.5363e+17,5.2843e+14
2.2050e+00,1.5415e+17,5.2667e+14
2.2066e+00,1.5475e+17,5.2462e+14
2.2083e+00,1.5546e+17,5.2224e+14
2.2099e+00,1.5629e+17,5.1948e+14
2.2115e+00,1.5726e+17,5.1627e+14
2.2131e+00,1.5840e+17,5.1256e+14
2.2148e+00,1.5975e+17,5.0825e+14
2.2164e+00,1.6133e+17,5.0326e+14
2.2180e+00,1.6320e+17,4.9750e+14
2.2196e+00,1.6542e+17,4.9084e+14
2.2213e+00,1.6805e+17,4.8316e+14
2.2229e+00,1.7118e+17,4.7432e+14
2.2245e+00,1.7493e+17,4.6417e+14
2.2261e+00,1.7943e+17,4.5252e+14
2.2278e+00,1.8487e+17,4.3921e+14
2.2294e+00,1.9148e+17,4.2404e+14
2.2310e+00,1.9959e+17,4.0682e+14
2.2326e+00,2.0961e+17,3.8735e+14
2.2343e+00,2.2215e+17,3.6548e+14
2.2359e+00,2.3806e+17,3.4106e+14
2.2375e+00,2.5856e+17,3.1400e+14
2.2391e+00,2.8553e+17,2.8433e+14
2.2408e+00,3.2194e+17,2.5216e+14
2.2424e+00,3.7269e+17,2.1780e+14
2.2440e+00,4.4644e+17,1.8180e+14
2.2456e+00,5.5968e+17,1.4499e+14
2.2473e+00,7.4722e+17,1.0858e+14
2.2489e+00,1.0935e+18,7.4176e+13
2.2505e+00,1.3921e+18,5.8241e+13
2.2521e+00,1.6141e+18,5.0203e+13
2.2538e+00,1.7638e+18,4.5915e+13
2.2554e+00,1.8587e+18,4.3544e+13
2.2570e+00,1.9167e+18,4.2201e+13
2.2586e+00,1.9513e+18,4.1426e+13
2.2603e+00,1.9716e+18,4.0971e+13
2.2619e+00,1.9835e+18,4.0698e+13
2.2635e+00,1.9905e+18,4.0529e+13
2.2651e+00,1.9945e+18,4.0421e+13
2.2668e+00,1.9968e+18,4.0347e+13
2.2684e+00,1.9982e+18,4.0294e+13
2.2700e+00,1.9990e+18,4.0252e+13
2.2716e+00,1.9994e+18,4.0216e+13
2.2733e+00,1.9997e+18,4.0185e+13
2.2749e+00,1.9998e+18,4.0156e+13
2.2765e+00,1.9999e+18,4.0129e+13
2.2781e+00,2.0000e+18,4.0103e+13
2.2798e+00,2.0000e+18,4.0077e+13
2.2814e+00,2.0000e+18,4.0051e+13
2.2830e+00,2.0000e+18,4.0026e+13
2.2846e+00,2.0000e+18,4.0001e+13
2.2863e+00,2.0000e+18,3.9976e+13
2.2879e+00,2.0000e+18,3.9951e+13
2.2895e+00,2.0000e+18,3.9927e+13
2.2911e+00,2.0000e+18,3.9903e+13
2.2928e+00,2.0000e+18,3.9878e+13
2.2944e+00,2.0000e+18,3.9854e+13
2.2960e+00,2.0000e+18,3.9831e+13
2.2976e+00,2.0000e+18,3.9807e+13
2.2993e+00,2.0000e+18,3.9783e+13
2.3009e+00,2.0000e+18,3.9760e+13
2.3025e+00,2.0000e+18,3.9736e+13
2.3041e+00,2.0000e+18,3.9713e+13
2.3058e+00,2.0000e+18,3.9690e+13
2.3074e+00,2.0000e+18,3.9667e+13
2.3090e+00,2.0000e+18,3.9645e+13
2.3106e+00,2.0000e+18,3.9622e+13
2.3123e+00,2.0000e+18,3.9600e+13
2.3139e+00,2.0000e+18,3.9578e+13
2.3155e+00,2.0000e+18,3.9556e+13
2.3171e+00,2.0000e+18,3.9534e+13
2.3188e+00,1.9999e+18,3.9513e+13
2.3204e+00,1.9999e+18,3.9493e+13
2.3220e+00,1.9997e+18,3.9474e+13
2.3236e+00,1.9995e+18,3.9457e+13
2.3253e+00,1.9991e+18,3.9443e+13
2.3269e+00,1.9985e+18,3.9435e+13
2.3285e+00,1.9974e+18,3.9436e+13
2.3301e+00,1.9954e+18,3.9454e+13
2.3318e+00,1.9920e+18,3.9500e+13
2.3334e+00,1.9862e+18,3.9595e+13
2.3350e+00,1.9763e+18,3.9774e+13
2.3366e+00,1.9592e+18,4.0101e+13
2.3383e+00,1.9300e+18,4.0686e+13
2.3399e+00,1.8810e+18,4.1726e+13
2.3415e+00,1.8000e+18,4.3583e+13
2.3431e+00,1.6704e+18,4.6945e+13
2.3448e+00,1.4735e+18,5.3197e+13
2.3464e+00,1.1988e+18,6.5365e+13
2.3480e+00,3.0264e+18,7.6190e+12
2.3493e+00,2.6018e+18,8.8367e+12
2.3505e+00,2.3672e+18,9.6879e+12
2.3518e+00,2.2294e+18,1.0262e+13
2.3530e+00,2.1454e+18,1.0640e+13
2.3543e+00,2.0930e+18,1.0883e+13
2.3555e+00,2.0598e+18,1.1034e+13
2.3568e+00,2.0386e+18,1.1126e+13
2.3580e+00,2.0250e+18,1.1177e+13
2.3593e+00,2.0162e+18,1.1203e+13
2.3605e+00,2.0105e+18,1.1211e+13
2.3618e+00,2.0068e+18,1.1209e+13
2.3630e+00,2.0045e+18,1.1199e+13
2.3643e+00,2.0029e+18,1.1184e+13
2.3655e+00,2.0019e+18,1.1167e+13
2.3668e+00,2.0012e+18,1.1148e+13
2.3680e+00,2.0008e+18,1.1127e+13
2.3693e+00,2.0005e+18,1.1106e+13
2.3705e+00,2.0003e+18,1.1084e+13
2.3718e+00,2.0002e+18,1.1062e+13
2.3730e+00,2.0002e+18,1.1039e+13
2.3743e+00,2.0001e+18,1.1017e+13
2.3755e+00,2.0001e+18,1.0994e+13
2.3768e+00,2.0000e+18,1.0971e+13
2.3780e+00,2.0000e+18,1.0949e+13
2.3793e+00,2.0000e+18,1.0926e+13
2.3805e+00,2.0000e+18,1.0904e+13
2.3818e+00,2.0000e+18,1.0881e+13
2.3830e+00,2.0000e+18,1.0859e+13
2.3843e+00,2.0000e+18,1.0836e+13
2.3855e+00,2.0000e+18,1.0814e+13
2.3868e+00,2.0000e+18,1.0791e+13
2.3880e+00,2.0000e+18,1.0769e+13
2.3893e+00,2.0000e+18,1.0747e+13
2.3905e+00,2.0000e+18,1.0724e+13
2.3918e+00,2.0000e+18,1.0702e+13
2.3930e+00,2.0000e+18,1.0680e+13
2.3943e+00,2.0000e+18,1.0658e+13
2.3955e+00,2.0000e+18,1.0635e+13
2.3968e+00,2.0000e+18,1.0613e+13
2.3980e+00,2.0000e+18,1.0591e+13
2.3993e+00,2.0000e+18,1.0569e+13
2.4005e+00,2.0000e+18,1.0547e+13
2.4018e+00,2.0000e+18,1.0525e+13
2.4030e+00,2.0000e+18,1.0503e+13
2.4043e+00,2.0000e+18,1.0481e+13
2.4055e+00,2.0000e+18,1.0459e+13
2.4068e+00,2.0000e+18,1.0438e+13
2.4080e+00,2.0000e+18,1.0416e+13
2.4093e+00,2.0000e+18,1.0394e+13
2.4105e+00,2.0000e+18,1.0372e+13
2.4118e+00,2.0000e+18,1.0351e+13
2.4130e+00,2.0000e+18,1.0329e+13
2.4143e+00,2.0000e+18,1.0307e+13
2.4155e+00,2.0000e+18,1.0286e+13
2.4168e+00,2.0000e+18,1.0264e+13
2.4180e+00,2.0000e+18,1.0243e+13
2.4193e+00,2.0000e+18,1.0221e+13
2.4205e+00,2.0000e+18,1.0200e+13
2.4218e+00,2.0000e+18,1.0178e+13
2.4230e+00,2.0000e+18,1.0157e+13
2.4243e+00,2.0000e+18,1.0135e+13
2.4255e+00,2.0000e+18,1.0114e+13
2.4268e+00,2.0000e+18,1.0093e+13
2.4280e+00,2.0000e+18,1.0072e+13
2.4293e+00,2.0000e+18,1.0050e+13
2.4305e+00,2.0000e+18,1.0029e+13
2.4318e+00,2.0000e+18,1.0008e+13
2.4330e+00,2.0000e+18,9.9869e+12
2.4343e+00,2.0000e+18,9.9658e+12
2.4355e+00,2.0000e+18,9.9448e+12
2.4368e+00,2.0000e+18,9.9238e+12
2.4380e+00,2.0000e+18,9.9028e+12
2.4393e+00,2.0000e+18,9.8818e+12
2.4405e+00,2.0000e+18,9.8609e+12
2.4418e+00,2.0000e+18,9.8400e+12
2.4430e+00,2.0000e+18,9.8192e+12
2.4443e+00,2.0000e+18,9.7984e+12
2.4455e+00,2.0000e+18,9.7776e+12
2.4468e+00,2.0000e+18,9.7568e+12
2.4480e+00,2.0000e+18,9.7361e+12
2.4493e+00,2.0000e+18,9.7154e+12
2.4505e+00,2.0000e+18,9.6948e+12
2.4518e+00,2.0000e+18,9.6741e+12
2.4530e+00,2.0000e+18,9.6535e+12
2.4543e+00,2.0000e+18,9.6330e+12
2.4555e+00,2.0000e+18,9.6125e+12
2.4568e+00,2.0000e+18,9.5920e+12
2.4580e+00,2.0000e+18,9.5715e+12
2.4593e+00,2.0000e+18,9.5511e+12
2.4605e+00,2.0000e+18,9.5307e+12
2.4618e+00,2.0000e+18,9.5103e+12
2.4630e+00,2.0000e+18,9.4900e+12
2.4643e+00,2.0000e+18,9.4697e+12
2.4655e+00,2.0000e+18,9.4494e+12
2.4668e+00,2.0000e+18,9.4292e+12
2.4680e+00,2.0000e+18,9.4090e+12
2.4693e+00,2.0000e+18,9.3888e+12
2.4705e+00,2.0000e+18,9.3686e+12
2.4718e+00,2.0000e+18,9.3485e+12
2.4730e+00,2.0000e+18,9.3284e+12
2.4743e+00,2.0000e+18,9.3084e+12
2.4755e+00,2.0000e+18,9.2884e+12
2.4768e+00,2.0000e+18,9.2684e+12
2.4780e+00,2.0000e+18,9.2484e+12
2.4793e+00,2.0000e+18,9.2285e+12
2.4805e+00,2.0000e+18,9.2086e+12
2.4818e+00,2.0000e+18,9.1888e+12
2.4830e+00,2.0000e+18,9.1689e+12
2.4843e+00,2.0000e+18,9.1491e+12
2.4855e+00,2.0000e+18,9.1294e+12
2.4868e+00,2.0000e+18,9.1096e+12
2.4880e+00,2.0000e+18,9.0899e+12
2.4893e+00,2.0000e+18,9.0702e+12
2.4905e+00,2.0000e+18,9.0506e+12
2.4918e+00,2.0000e+18,9.0310e+12
2.4930e+00,2.0000e+18,9.0114e+12
2.4943e+00,2.0000e+18,8.9918e+12
2.4955e+00,2.0000e+18,8.9723e+12
2.4968e+00,2.0000e+18,8.9528e+12
2.4980e+00,2.0000e+18,8.9333e+12
2.4993e+00,2.0000e+18,8.9139e+12
2.5005e+00,2.0000e+18,8.8945e+12
2.5018e+00,2.0000e+18,8.8751e+12
2.5030e+00,2.0000e+18,8.8558e+12
2.5043e+00,2.0000e+18,8.8365e+12
2.5055e+00,2.0000e+18,8.8172e+12
2.5068e+00,2.0000e+18,8.7979e+12
2.5080e+00,2.0000e+18,8.7787e+12
2.5093e+00,2.0000e+18,8.7595e+12
2.5105e+00,2.0000e+18,8.7403e+12
2.5118e+00,2.0000e+18,8.7212e+12
2.5130e+00,2.0000e+18,8.7021e+12
2.5143e+00,2.0000e+18,8.6830e+12
2.5155e+00,2.0000e+18,8.6639e+12
2.5168e+00,2.0000e+18,8.6449e+12
2.5180e+00,2.0000e+18,8.6259e+12
2.5193e+00,2.0000e+18,8.6070e+12
2.5205e+00,2.0000e+18,8.5880e+12
2.5218e+00,2.0000e+18,8.5691e+12
2.5230e+00,2.0000e+18,8.5502e+12
2.5243e+00,2.0000e+18,8.5314e+12
2.5255e+00,2.0000e+18,8.5126e+12
2.5268e+00,2.0000e+18,8.4938e+12
2.5280e+00,2.0000e+18,8.4750e+12
2.5293e+00,2.0000e+18,8.4563e+12
2.5305e+00,2.0000e+18,8.4376e+12
2.5318e+00,2.0000e+18,8.4189e+12
2.5330e+00,2.0000e+18,8.4002e+12
2.5343e+00,2.0000e+18,8.3816e+12
2.5355e+00,2.0000e+18,8.3630e+12
2.5368e+00,2.0000e+18,8.3445e+12
2.5380e+00,2.0000e+18,8.3259e+12
2.5393e+00,2.0000e+18,8.3074e+12
2.5405e+00,2.0000e+18,8.2889e+12
2.5418e+00,2.0000e+18,8.2705e+12
2.5430e+00,2.0000e+18,8.2521e+12
2.5443e+00,2.0000e+18,8.2337e+12
2.5455e+00,2.0000e+18,8.2153e+12
2.5468e+00,2.0000e+18,8.1969e+12
2.5480e+00,2.0000e+18,8.1786e+12
2.5493e+00,2.0000e+18,8.1603e+12
2.5505e+00,2.0000e+18,8.1421e+12
2.5518e+00,2.0000e+18,8.1238e+12
2.5530e+00,2.0000e+18,8.1056e+12
2.5543e+00,2.0000e+18,8.0875e+12
2.5555e+00,2.0000e+18,8.0693e+12
2.5568e+00,2.0000e+18,8.0512e+12
2.5580e+00,2.0000e+18,8.0331e+12
2.5593e+00,2.0000e+18,8.0150e+12
2.5605e+00,2.0000e+18,7.9970e+12
2.5618e+00,2.0000e+18,7.9790e+12
2.5630e+00,2.0000e+18,7.9610e+12
2.5643e+00,2.0000e+18,7.9430e+12
2.5655e+00,2.0000e+18,7.9251e+12
2.5668e+00,2.0000e+18,7.9072e+12
2.5680e+00,2.0000e+18,7.8893e+12
2.5693e+00,2.0000e+18,7.8714e+12
2.5705e+00,2.0000e+18,7.8536e+12
2.5718e+00,2.0000e+18,7.8358e+12
2.5730e+00,2.0000e+18,7.8180e+12
2.5743e+00,2.0000e+18,7.8002e+12
2.5755e+00,2.0000e+18,7.7825e+12
2.5768e+00,2.0000e+18,7.7648e+12
2.5780e+00,2.0000e+18,7.7471e+12
2.5793e+00,2.0000e+18,7.7295e+12
2.5805e+00,2.0000e+18,7.7119e+12
2.5818e+00,2.0000e+18,7.6943e+12
2.5830e+00,2.0000e+18,7.6767e+12
2.5843e+00,2.0000e+18,7.6592e+12
2.5855e+00,2.0000e+18,7.6416e+12
2.5868e+00,2.0000e+18,7.6242e+12
2.5880e+00,2.0000e+18,7.6067e+12
2.5893e+00,2.0000e+18,7.5892e+12
2.5905e+00,2.0000e+18,7.5718e+12
2.5918e+00,2.0000e+18,7.5544e+12
2.5930e+00,2.0000e+18,7.5371e+12
2.5943e+00,2.0000e+18,7.5197e+12
2.5955e+00,2.0000e+18,7.5024e+12
2.5968e+00,2.0000e+18,7.4851e+12
2.5980e+00,2.0000e+18,7.4679e+12
2.5993e+00,2.0000e+18,7.4506e+12
2.6005e+00,2.0000e+18,7.4334e+12
2.6018e+00,2.0000e+18,7.4162e+12
2.6030e+00,2.0000e+18,7.3991e+12
2.6043e+00,2.0000e+18,7.3819e+12
2.6055e+00,2.0000e+18,7.3648e+12
2.6068e+00,2.0000e+18,7.3477e+12
2.6080e+00,2.0000e+18,7.3306e+12
2.6093e+00,2.0000e+18,7.3136e+12
2.6105e+00,2.0000e+18,7.2966e+12
2.6118e+00,2.0000e+18,7.2796e+12
2.6130e+00,2.0000e+18,7.2626e+12
2.6143e+00,2.0000e+18,7.2457e+12
2.6155e+00,2.0000e+18,7.2288e+12
2.6168e+00,2.0000e+18,7.2119e+12
2.6180e+00,2.0000e+18,7.1950e+12
2.6193e+00,2.0000e+18,7.1781e+12
2.6205e+00,2.0000e+18,7.1613e+12
2.6218e+00,2.0000e+18,7.1445e+12
2.6230e+00,2.0000e+18,7.1277e+12
2.6243e+00,2.0000e+18,7.1110e+12
2.6255e+00,2.0000e+18,7.0943e+12
2.6268e+00,2.0000e+18,7.0776e+12
2.6280e+00,2.0000e+18,7.0609e+12
2.6293e+00,2.0000e+18,7.0442e+12
2.6305e+00,2.0000e+18,7.0276e+12
2.6318e+00,2.0000e+18,7.0110e+12
2.6330e+00,2.0000e+18,6.9944e+12
2.6343e+00,2.0000e+18,6.9778e+12
2.6355e+00,2.0000e+18,6.9613e+12
2.6368e+00,2.0000e+18,6.9448e+12
2.6380e+00,2.0000e+18,6.9283e+12
2.6393e+00,2.0000e+18,6.9118e+12
2.6405e+00,2.0000e+18,6.8954e+12
2.6418e+00,2.0000e+18,6.8790e+12
2.6430e+00,2.0000e+18,6.8626e+12
2.6443e+00,2.0000e+18,6.8462e+12
2.6455e+00,2.0000e+18,6.8298e+12
2.6468e+00,2.0000e+18,6.8135e+12
2.6480e+00,2.0000e+18,6.7972e+12
2.6493e+00,2.0000e+18,6.7809e+12
2.6505e+00,2.0000e+18,6.7646e+12
2.6518e+00,2.0000e+18,6.7484e+12
2.6530e+00,2.0000e+18,6.7322e+12
2.6543e+00,2.0000e+18,6.7160e+12
2.6555e+00,2.0000e+18,6.6998e+12
2.6568e+00,2.0000e+18,6.6837e+12
2.6580e+00,2.0000e+18,6.6675e+12
2.6593e+00,2.0000e+18,6.6514e+12
2.6605e+00,2.0000e+18,6.6354e+12
2.6618e+00,2.0000e+18,6.6193e+12
2.6630e+00,2.0000e+18,6.6033e+12
2.6643e+00,2.0000e+18,6.5872e+12
2.6655e+00,2.0000e+18,6.5712e+12
2.6668e+00,2.0000e+18,6.5553e+12
2.6680e+00,2.0000e+18,6.5393e+12
2.6693e+00,2.0000e+18,6.5234e+12
2.6705e+00,2.0000e+18,6.5075e+12
2.6718e+00,2.0000e+18,6.4916e+12
2.6730e+00,2.0000e+18,6.4757e+12
2.6743e+00,2.0000e+18,6.4599e+12
2.6755e+00,2.0000e+18,6.4441e+12
2.6768e+00,2.0000e+18,6.4283e+12
2.6780e+00,2.0000e+18,6.4125e+12
2.6793e+00,2.0000e+18,6.3967e+12
2.6805e+00,2.0000e+18,6.3810e+12
2.6818e+00,2.0000e+18,6.3653e+12
2.6830e+00,2.0000e+18,6.3496e+12
2.6843e+00,2.0000e+18,6.3339e+12
2.6855e+00,2.0000e+18,6.3183e+12
2.6868e+00,2.0000e+18,6.3027e+12
2.6880e+00,2.0000e+18,6.2871e+12
2.6893e+00,2.0000e+18,6.2715e+12
2.6905e+00,2.0000e+18,6.2559e+12
2.6918e+00,2.0000e+18,6.2404e+12
2.6930e+00,2.0000e+18,6.2248e+12
2.6943e+00,2.0000e+18,6.2093e+12
2.6955e+00,2.0000e+18,6.1939e+12
2.6968e+00,2.0000e+18,6.1784e+12
2.6980e+00,2.0000e+18,6.1630e+12
2.6993e+00,2.0000e+18,6.1475e+12
2.7005e+00,2.0000e+18,6.1321e+12
2.7018e+00,2.0000e+18,6.1168e+12
2.7030e+00,2.0000e+18,6.1014e+12
2.7043e+00,2.0000e+18,6.0861e+12
2.7055e+00,2.0000e+18,6.0708e+12
2.7068e+00,2.0000e+18,6.0555e+12
2.7080e+00,2.0000e+18,6.0402e+12
2.7093e+00,2.0000e+18,6.0249e+12
2.7105e+00,2.0000e+18,6.0097e+12
2.7118e+00,2.0000e+18,5.9945e+12
2.7130e+00,2.0000e+18,5.9793e+12
2.7143e+00,2.0000e+18,5.9641e+12
2.7155e+00,2.0000e+18,5.9489e+12
2.7168e+00,2.0000e+18,5.9338e+12
2.7180e+00,2.0000e+18,5.9187e+12
2.7193e+00,2.0000e+18,5.9036e+12
2.7205e+00,2.0000e+18,5.8885e+12
2.7218e+00,2.0000e+18,5.8735e+12
2.7230e+00,2.0000e+18,5.8584e+12
2.7243e+00,2.0000e+18,5.8434e+12
2.7255e+00,2.0000e+18,5.8284e+12
2.7268e+00,2.0000e+18,5.8134e+12
2.7280e+00,2.0000e+18,5.7985e+12
2.7293e+00,2.0000e+18,5.7835e+12
2.7305e+00,2.0000e+18,5.7686e+12
2.7318e+00,2.0000e+18,5.7537e+12
2.7330e+00,2.0000e+18,5.7388e+12
2.7343e+00,2.0000e+18,5.7240e+12
2.7355e+00,2.0000e+18,5.7091e+12
2.7368e+00,2.0000e+18,5.6943e+12
2.7380e+00,2.0000e+18,5.6795e+12
2.7393e+00,2.0000e+18,5.6647e+12
2.7405e+00,2.0000e+18,5.6499e+12
2.7418e+00,2.0000e+18,5.6352e+12
2.7430e+00,2.0000e+18,5.6205e+12
2.7443e+00,2.0000e+18,5.6058e+12
2.7455e+00,2.0000e+18,5.5911e+12
2.7468e+00,2.0000e+18,5.5764e+12
2.7480e+00,2.0000e+18,5.5617e+12
2.7493e+00,2.0000e+18,5.5471e+12
2.7505e+00,2.0000e+18,5.5325e+12
2.7518e+00,2.0000e+18,5.5179e+12
2.7530e+00,2.0000e+18,5.5033e+12
2.7543e+00,2.0000e+18,5.4887e+12
2.7555e+00,2.0000e+18,5.4742e+12
2.7568e+00,2.0000e+18,5.4597e+12
2.7580e+00,2.0000e+18,5.4452e+12
2.7593e+00,2.0000e+18,5.4307e+12
2.7605e+00,2.0000e+18,5.4162e+12
2.7618e+00,2.0000e+18,5.4017e+12
2.7630e+00,2.0000e+18,5.3873e+12
2.7643e+00,2.0000e+18,5.3729e+12
2.7655e+00,2.0000e+18,5.3585e+12
2.7668e+00,2.0000e+18,5.3441e+12
2.7680e+00,2.0000e+18,5.3297e+12
2.7693e+00,2.0000e+18,5.3154e+12
2.7705e+00,2.0000e+18,5.3011e+12
2.7718e+00,2.0000e+18,5.2868e+12
2.7730e+00,2.0000e+18,5.2725e+12
2.7743e+00,2.0000e+18,5.2582e+12
2.7755e+00,2.0000e+18,5.2439e+12
